symbol,name,price,peRatio,volume,change1M,change3M,change6M,change1Y
BBCA.JK,Bank Central Asia Tbk,9800.0,22.624434,24016700,-3.45,-6.0,-2.73,11.36
ARX.TO,ARC RESOURCES LTD.,25.299999237060547,12.105264,2874700,-1.59,1.4,-1.71,28.43
APIC.JK,Pacific Strategic Financial Tbk,1085.0,128.2506,3409400,4.33,0.0,1.88,-7.66
AMNF,"Armanino Foods of Distinction, ",8.199999809265137,32.8,15700,13.42,45.13,37.82,66.67
AKSO.OL,AKER SOLUTIONS,30.860000610351562,10.084968,1040220,-36.24,-34.62,-17.97,-27.96
AHT.L,ASHTEAD GROUP PLC ORD 10P,4942.0,1758.7189,492245,-20.8,-4.96,-13.3,-7.42
AFN.TO,AG GROWTH INTERNATIONAL INC.,51.529998779296875,41.894306,32600,-0.77,-5.19,-15.75,2.94
AF.PA,AIR FRANCE -KLM,8.093999862670898,6.7449994,963769,5.36,7.69,-14.66,-38.04
ACDVF,Air Canada,15.529999732971191,3.3469827,251900,-10.9,35.63,15.9,9.21
WIHL.ST,Wihlborgs Fastigheter AB,104.5,64.90683,219887,-4.48,-2.25,15.47,10.47
WHC.AX,WHITEHAVEN FPO [WHC],6.0,13.636364,2700810,-9.64,-21.57,-21.57,-22.58
WES.AX,WESFARMER FPO [WES],72.55999755859375,32.106194,623465,3.94,-3.52,11.39,26.17
WDS.AX,WOODSIDE FPO [WDS],24.239999771118164,15.538462,2063793,2.49,-6.66,-19.01,-22.93
VOLV-B.ST,"Volvo, AB ser. B",268.3999938964844,10.558615,1787730,-1.94,1.98,-5.16,2.62
TLS.AX,TELSTRA FPO [TLS],4.03000020980835,28.785715,7753284,4.68,1.26,9.51,1.51
SXL.AX,STHNXMEDIA FPO [SXL],0.6299999952316284,N/A,83269,21.15,10.53,-32.26,-34.37
SCA-A.ST,Svenska Cellulosa AB SCA ser. A,138.60000610351562,26.500957,9007,1.46,-0.72,-12.28,-8.58
REA.AX,REA GROUP FPO [REA],237.10000610351562,103.08696,42547,-3.43,9.55,35.07,29.17
RBA.TO,RB GLOBAL INC,130.94000244140625,49.0412,92200,0.83,15.24,30.6,48.54
PACT.ST,Proact IT Group AB,119.0,13.693902,62212,-11.33,-22.43,13.12,26.87
NHYDY,Norsk Hydro ASA,5.480000019073486,91.333336,144200,-6.16,-2.32,-16.34,-18.09
NAB.AX,NAT. BANK FPO [NAB],37.58000183105469,16.628319,1822029,-2.89,1.84,12.65,21.78
LUND-B.ST,"Lundbergföretagen AB, L E ser.",503.5,13.334217,75267,-4.55,-7.19,-7.36,-8.49
LAU.AX,LINDSAY AU FPO [LAU],0.8849999904632568,9.833333,154036,-1.67,-3.28,-12.81,-25.0
KOV.AX,KORVEST FPO [KOV],10.239999771118164,10.893617,6923,6.44,-0.1,14.41,23.82
KME.AX,KIPMCGRATH FPO [KME],0.4699999988079071,23.5,0,14.63,14.63,56.67,4.44
KBC.AX,KEYBRIDGE FPO [KBC],0.04699999839067459,1.5666666,0,0.0,0.0,-27.69,-30.88
IRI.AX,INT RESRCH FPO [IRI],0.4399999976158142,2.9333332,74099,-25.42,-29.6,23.94,22.22
GIL.TO,GILDAN ACTIVEWEAR INC.,67.58999633789062,18.775,326200,-0.13,16.39,36.33,54.07
FUTU,Futu Holdings Limited,82.83000183105469,20.251833,1132600,-6.6,32.17,44.08,52.91
FBAK,First National Bank Alaska,232.5,12.269129,400,3.89,13.97,17.61,19.85
ESOA,Energy Services of America Corp,13.1899995803833,8.735099,352600,-6.25,33.91,78.48,128.2
E5H.SI,Golden Agri-Res,0.25999999046325684,26.0,8591200,-5.45,-1.89,-3.7,-1.89
DTEGY,Deutsche Telekom AG,30.25,24.007936,129400,0.57,8.62,34.92,26.36
CPU.AX,CSHARE FPO [CPU],34.2599983215332,25.954544,493440,15.82,21.1,22.97,40.24
BAC,Bank of America Corporation,44.34000015258789,16.065218,17970800,-3.4,14.43,23.89,30.87
AMZN,"Amazon.com, Inc.",223.75,47.80983,27342000,5.8,24.23,20.21,45.88
DAL,"Delta Air Lines, Inc.",61.2599983215332,8.496532,7174100,-5.54,52.46,30.73,50.78
DD,"DuPont de Nemours, Inc.",76.62999725341797,59.867188,1389800,-7.76,-4.58,3.83,-0.53
UA,"Under Armour, Inc.",7.559999942779541,N/A,2028237,-15.15,-6.67,20.19,-11.06
AAL,"American Airlines Group, Inc.",17.350000381469727,41.309525,29497000,21.67,66.83,31.94,24.11
BMH.AX,BAUMART FPO [BMH],0.08399999886751175,N/A,0,0.0,-1.18,-1.18,-16.0
LUV,Southwest Airlines Company,34.040000915527344,N/A,2826500,5.0,28.07,23.6,15.86
ACAD,ACADIA Pharmaceuticals Inc.,16.950000762939453,21.73077,686500,-0.41,6.4,-1.11,-46.0
AEP,American Electric Power Company,92.51000213623047,18.65121,1721500,-1.33,-5.61,12.68,13.75
AAON,"AAON, Inc.",121.41999816894531,53.254387,240500,-8.83,32.05,37.96,63.57
ALG,"Alamo Group, Inc.",185.39999389648438,18.65191,50400,-3.94,3.1,-13.32,-12.33
ACTG,Acacia Research Corporation,4.369999885559082,7.534483,132600,0.0,-7.81,-12.95,9.8
BAM,Brookfield Asset Management Inc,54.63999938964844,50.128437,446600,-2.55,36.09,38.75,35.52
AXDX,"Accelerate Diagnostics, Inc.",1.100000023841858,N/A,384800,-41.18,-34.91,23.6,-72.5
AVA,Avista Corporation,36.529998779296875,14.438735,402300,-1.77,-6.26,7.44,1.84
ATHX,"Athersys, Inc.",,N/A,,,,,
ARWR,"Arrowhead Pharmaceuticals, Inc.",18.959999084472656,N/A,1354100,-11.44,-24.88,-23.24,-38.84
ANGI,Angi Inc.,1.649999976158142,20.625,616000,-5.71,-36.29,-23.61,-34.78
AKBA,"Akebia Therapeutics, Inc.",1.9500000476837158,N/A,1633300,4.84,30.87,33.56,52.34
AGO,Assured Guaranty Ltd.,89.58000183105469,7.0258827,227300,-2.14,16.16,12.76,19.87
ATRC,"AtriCure, Inc.",30.649999618530273,N/A,235800,-13.2,27.76,27.23,-16.55
SPR,"Spirit Aerosystems Holdings, In",33.97999954223633,N/A,506200,12.44,-2.47,-0.85,6.99
PAAS,Pan American Silver Corp.,20.579999923706055,N/A,1201700,-5.94,-4.63,7.41,24.43
AMSC,American Superconductor Corpora,25.059999465942383,N/A,1010000,-21.47,21.36,100.8,118.86
AMRS,"Amyris, Inc.",,N/A,,,,,
ALCO,"Alico, Inc.",25.469999313354492,27.98901,31300,0.51,-12.92,-7.42,-13.51
MDRX,Veradigm Inc.,9.449999809265137,10.988372,135200,-12.58,-0.53,22.73,-9.83
ABEO,Abeona Therapeutics Inc.,5.630000114440918,N/A,121800,-5.38,7.44,-25.43,9.53
SYT,"SYLA Technologies Co., Ltd.",,27.142857,,,,,
NOG,"Northern Oil and Gas, Inc.",36.040000915527344,4.2500005,931700,-11.88,-4.71,-15.48,-4.17
GIII,"G-III Apparel Group, LTD.",32.7400016784668,8.638523,203500,6.33,24.96,20.72,-3.79
DAVE,Dave Inc.,97.80999755859375,32.06885,332400,22.32,154.78,182.52,1026.84
ASTI,"Ascent Solar Technologies, Inc",2.9600000381469727,0.0013609196,124400,9.23,-30.35,-77.23,-96.66
AGX,"Argan, Inc.",142.9499969482422,29.781248,177300,-4.21,94.36,139.17,201.65
AEG,Aegon Ltd. New York Registry Sh,5.840000152587891,N/A,3295900,-7.74,-9.32,-0.68,1.04
ADTN,"ADTRAN Holdings, Inc.",8.210000038146973,N/A,277000,3.01,50.92,73.94,10.95
NXJ,Nuveen New Jersey Qualified Mun,11.9399995803833,13.120878,264400,-3.71,-4.25,0.0,1.19
AWR,American States Water Company,77.97000122070312,26.341217,110300,-6.79,-4.54,15.03,-4.12
AROC,"Archrock, Inc.",24.540000915527344,26.967033,1016100,5.5,27.35,21.91,58.42
AGI,Alamos Gold Inc.,18.350000381469727,30.583332,2292200,3.44,-7.56,20.64,35.03
ODC,Oil-Dri Corporation Of America,87.7300033569336,14.195794,18300,27.2,34.25,27.09,26.83
KAR,"OPENLANE, Inc.",20.1200008392334,111.77778,885100,2.81,15.97,15.1,34.85
HUSA,Houston American Energy Corpora,1.2899999618530273,N/A,115700,-15.69,17.27,-40.28,-28.73
HIVE,HIVE Digital Technologies Ltd,2.9700000286102295,N/A,6894000,-31.09,-10.27,4.21,-44.38
AWX,Avalon Holdings Corporation,3.299999952316284,13.2,26800,-0.9,30.43,45.37,39.83
ARDX,"Ardelyx, Inc.",5.210000038146973,N/A,7088500,10.62,-18.21,-26.2,-18.85
ARAY,Accuray Incorporated,1.8300000429153442,N/A,725700,5.17,-26.51,-19.74,-37.11
APDN,"Applied DNA Sciences, Inc.",0.18000000715255737,N/A,3454200,5.88,-91.3,-97.63,-98.59
ALGT,Allegiant Travel Company,91.11000061035156,N/A,226400,19.76,121.57,48.75,8.28
ACUR,ACURA PHARMACEUTICALS INC,0.0035000001080334187,N/A,0,105.88,-5.41,25.0,3400.0
ATRO,Astronics Corporation,16.030000686645508,N/A,303200,-1.54,-17.07,-5.76,-8.87
ATNI,"ATN International, Inc.",16.59000015258789,N/A,81600,-14.22,-36.73,-39.3,-57.44
AP,Ampco-Pittsburgh Corporation,2.059999942779541,N/A,14800,15.73,7.29,-13.08,-24.82
ANIK,Anika Therapeutics Inc.,16.239999771118164,N/A,74500,-4.47,-36.76,-35.04,-28.27
ANGO,"AngioDynamics, Inc.",8.90999984741211,N/A,218300,30.07,16.78,39.87,11.51
ADS.DE,adidas AG                     N,236.0,111.32076,207859,8.81,8.56,16.54,31.73
UHAL,U-Haul Holding Company,69.54000091552734,30.634361,47000,-1.25,-0.23,8.89,-3.42
UAMY,United States Antimony Corporat,1.9199999570846558,N/A,4226100,269.23,166.67,700.0,668.0
NAII,Natural Alternatives Internatio,4.260000228881836,N/A,11700,-5.96,-22.55,-36.32,-33.85
ATSG,"Air Transport Services Group, I",21.920000076293945,N/A,1225600,-0.5,41.88,71.25,23.98
AMRK,"A-Mark Precious Metals, Inc.",26.1200008392334,10.704918,162400,-11.61,-29.65,-35.78,-17.26
AAOI,"Applied Optoelectronics, Inc.",37.7400016784668,N/A,2470100,34.07,323.09,236.06,72.33
USAP,Universal Stainless & Alloy Pro,43.95000076293945,16.098902,205000,-0.32,9.25,78.44,117.9
AIRI,Air Industries Group,4.440000057220459,N/A,64400,-7.31,18.4,-7.5,43.23
ACFN,"Acorn Energy, Inc.",18.190000534057617,39.54348,5900,19.67,69.21,152.64,188.73
EAD,238549,6.849999904632568,10.703125,82900,0.29,-2.14,7.37,4.58
ASTC,Astrotech Corporation,6.909999847412109,N/A,7800,0.88,-28.47,-28.62,-18.42
ARTNA,Artesian Resources Corporation,31.489999771118164,16.148718,17000,-7.27,-13.96,-7.49,-26.32
KALU,Kaiser Aluminum Corporation,69.31999969482422,23.903448,66100,-14.8,-3.99,-22.24,-5.15
HIX,Western Asset High Income Fund ,4.230000019073486,8.632653,722400,-2.31,-4.08,-2.31,-13.67
AUPH,Aurinia Pharmaceuticals Inc,9.199999809265137,N/A,821300,10.44,39.61,80.39,-0.65
ARIS,"Aris Water Solutions, Inc.",24.06999969482422,29.71605,486400,-1.96,47.49,68.56,177.94
ANY,Sphere 3D Corp.,0.9610000252723694,N/A,481500,-33.72,-3.9,-11.02,-70.88
ANIP,"ANI Pharmaceuticals, Inc.",54.40999984741211,N/A,248900,-7.64,-11.31,-18.65,-0.75
ALLT,Allot Ltd.,5.920000076293945,N/A,892900,60.87,77.78,177.93,260.98
ADDYY,adidas AG,122.70999908447266,111.55454,124000,7.4,1.25,18.05,20.42
DGLY,"Digital Ally, Inc.",0.5299999713897705,N/A,147500,-22.06,-51.38,-75.0,-76.86
CIK,106937,2.890000104904175,7.410257,358100,-2.69,-6.47,-0.34,-3.02
CII,Blackrock Capital and Income Fu,20.299999237060547,8.601695,108800,2.53,5.18,7.41,7.52
CCD,Calamos Dynamic Convertible & I,24.65999984741211,13.853932,50200,2.71,4.09,15.67,21.78
AWRE,"Aware, Inc.",1.649999976158142,N/A,100200,10.0,-28.57,-3.51,-1.2
ADMA,ADMA Biologics Inc,17.450000762939453,64.62963,1523700,-13.61,-2.19,189.87,286.06
JAGX,"Jaguar Health, Inc.",1.0299999713897705,0.050990097,349200,-0.96,-11.21,-80.93,-89.4
FAX,592314,15.069999694824219,41.861107,237500,-5.16,-12.79,-4.5,-8.67
CRMT,"America's Car-Mart, Inc.",52.310001373291016,N/A,79800,23.99,-12.89,-7.68,-34.18
CGA,"China Green Agriculture, Inc.",1.0199999809265137,N/A,150681,-39.29,-47.69,-64.34,-46.32
ATRA,"Atara Biotherapeutics, Inc.",12.149999618530273,N/A,76800,-4.86,67.59,-31.36,-11.48
ATEC,"Alphatec Holdings, Inc.",9.1899995803833,N/A,737100,5.27,61.8,-30.9,-40.17
ARDC,Ares Dynamic Credit Allocation ,15.050000190734863,6.487069,40800,0.27,-1.57,7.27,8.59
ADPT,Adaptive Biotechnologies Corpor,6.289999961853027,N/A,735400,12.72,36.44,108.97,18.01
ACRS,"Aclaris Therapeutics, Inc.",2.7300000190734863,N/A,551200,25.23,114.96,125.62,155.14
NAUH,National American University Ho,0.029999999329447746,3.0,33100,-25.0,-40.0,-50.0,-66.67
ARES,Ares Management Corporation,179.5,81.96347,375400,6.2,24.22,36.66,49.73
AQMS,"Aqua Metals, Inc.",2.619999885559082,N/A,484300,37.17,-47.18,-76.4,-84.02
AMRC,"Ameresco, Inc.",23.18000030517578,23.18,376400,-13.44,-17.83,10.8,-28.74
NEA,Nuveen AMT-Free Quality Municip,11.119999885559082,69.5,1891300,-4.06,-4.3,3.73,1.83
JEQ,"Aberdeen Japan Equity Fund, Inc",5.789999961853027,6.4333334,83800,-1.03,-4.77,-3.34,-0.17
GBAB,Guggenheim Taxable Municipal Ma,15.100000381469727,16.236559,146500,-5.51,-14.59,-4.37,-7.76
CHY,Calamos Convertible and High In,12.170000076293945,12.049505,99600,0.91,5.0,9.64,2.87
BTZ,BlackRock Credit Allocation Inc,10.420000076293945,9.7383175,297000,-4.14,-5.7,1.86,0.48
AWP,Aberdeen Global Premier Propert,3.940000057220459,N/A,298800,-5.74,-8.58,8.54,0.77
ATAI,ATAI Life Sciences N.V.,1.2799999713897705,N/A,1211900,-6.57,-3.76,-44.35,-14.09
ALOT,"AstroNova, Inc.",12.359999656677246,24.235294,6600,-13.2,-17.05,-28.55,-23.99
ADAP,Adaptimmune Therapeutics plc,0.5899999737739563,N/A,4788100,-0.17,-50.42,-49.14,-14.49
ACU,Acme,36.81999969482422,7.27668,4200,-13.39,-13.06,-13.36,-16.62
NBB,Nuveen Taxable Municipal Income,15.0,5.576208,170500,-6.19,-9.42,1.08,-4.82
HYB,"New America High Income Fund, I",8.15999984741211,9.714286,93500,-0.24,1.12,14.45,15.58
EOD,Wells Fargo Global Dividend Opp,4.920000076293945,4.776699,47600,0.41,0.61,8.37,13.63
AVK,Advent Claymore Convertible Sec,11.800000190734863,11.028037,110200,-0.76,-6.13,1.55,2.61
AGR,"Avangrid, Inc.",36.02000045776367,12.42069,3540818,0.5,0.33,0.31,10.52
ABUS,Arbutus Biopharma Corporation,3.2100000381469727,N/A,831200,-11.57,-17.05,10.31,26.38
RYAM,Rayonier Advanced Materials Inc,7.570000171661377,N/A,470300,-18.95,1.07,67.11,85.54
PAHC,Phibro Animal Health Corporatio,21.049999237060547,48.953487,188700,-15.46,14.03,60.56,81.15
NAC,Nuveen California Quality Munic,11.170000076293945,14.506494,559200,-2.95,-4.86,4.3,1.36
AXGN,"AxoGen, Inc.",16.65999984741211,N/A,362600,33.6,28.95,131.07,142.15
AVAL,Grupo Aval Acciones y Valores S,2.069999933242798,13.799999,22400,1.97,-4.61,-16.19,-14.81
AUMN,Golden Minerals Company,0.10000000149011612,N/A,215400,-68.75,-71.43,-84.62,-81.13
ARTW,"Art's-Way Manufacturing Co., In",2.440000057220459,N/A,876800,47.88,52.5,23.23,16.19
AEMD,"Aethlon Medical, Inc.",0.6100000143051147,N/A,3066500,52.5,8.93,-59.6,-72.02
ACV,568516,22.389999389648438,12.438889,21500,2.66,6.52,-1.76,7.44
UNAM,Unico American Corporation,0.057999998331069946,N/A,0,5.45,16.0,1657.58,1712.5
NAD,Nuveen Quality Municipal Income,11.569999694824219,46.28,1314100,-4.22,-4.06,4.99,2.48
MPAA,"Motorcar Parts of America, Inc.",8.050000190734863,N/A,83600,15.0,27.58,29.01,-14.54
LDP,Cohen & Steers Limited Duration,20.25,5.852601,82900,-3.71,1.1,4.92,8.58
JRI,Nuveen Real Asset Income and Gr,12.149999618530273,14.999999,171000,-8.02,-4.78,9.36,2.97
DMO,Western Asset Mortgage Defined ,11.770000457763672,7.7434216,36900,-2.16,-3.84,3.61,5.37
AXTI,AXT Inc,2.2799999713897705,N/A,287300,19.37,-19.72,-33.53,-2.98
ASTE,"Astec Industries, Inc.",33.220001220703125,N/A,71300,-10.89,1.34,-21.82,-11.25
ASND,Ascendis Pharma A/S,137.5,N/A,164600,10.64,0.36,-5.85,7.96
ARL,"American Realty Investors, Inc.",14.770000457763672,N/A,2500,10.06,-13.68,-6.22,-15.07
AMTX,"Aemetis, Inc",2.809999942779541,N/A,585900,-30.96,8.91,-34.5,-49.19
AFMD,Affimed N.V.,1.2899999618530273,N/A,265400,-64.66,-69.72,-77.57,-76.07
AFB,AllianceBernstein National Muni,10.819999694824219,56.94737,189900,-4.84,-5.75,2.66,-0.73
WIW,Western Asset Inflation-Linked ,8.210000038146973,24.147058,727900,-4.53,-5.09,-3.18,-5.41
SBI,Western Asset Intermediate Muni,7.679999828338623,33.40739,41300,-5.19,-5.07,-2.04,-0.13
RKDA,"Arcadia Biosciences, Inc.",6.110000133514404,N/A,69200,58.29,126.3,211.73,79.71
PSF,Cohen & Steers Select Preferred,19.6299991607666,5.8772454,34100,-2.87,-2.19,3.1,2.99
NAZ,Nuveen Arizona Quality Municipa,11.319999694824219,15.297297,43900,-7.59,-3.66,5.7,5.89
MMU,Western Asset Managed Municipal,10.109999656677246,26.605263,492900,-3.16,-6.22,-0.2,0.7
FTAI,FTAI Aviation Ltd.,127.11000061035156,N/A,676500,-19.37,6.68,78.83,171.83
FGB,First Trust Specialty Finance a,4.309999942779541,3.5327868,18800,3.11,10.8,20.39,20.06
FCO,17210,5.980000019073486,14.238095,47800,0.17,2.93,12.2,-9.12
EMD,Western Asset Emerging Markets ,9.59000015258789,7.9256196,254800,-0.83,-3.71,5.15,2.57
QED.L,QUADRISE PLC ORD 1P,6.099999904632568,N/A,7058579,248.57,212.82,337.9,112.54
CHI,Calamos Convertible Opportuniti,12.029999732971191,12.663157,107200,2.3,6.08,10.57,13.92
BUI,"BlackRock Utility, Infrastructu",23.1200008392334,31.671234,36100,-0.52,1.0,12.45,6.64
AXSM,"Axsome Therapeutics, Inc.",86.69999694824219,N/A,588700,-10.96,-1.38,25.38,8.89
AKZOY,Akzo Nobel N.V.,19.579999923706055,17.175438,258600,0.56,-3.64,-15.2,-29.13
AJX,Great Ajax Corp.,3.0199999809265137,N/A,171306,-3.21,-10.39,-19.25,-43.34
ACP,Aberdeen Income Credit Strategi,6.050000190734863,6.576087,880500,-6.78,-6.35,-8.61,-12.45
PHX,PHX Minerals Inc.,3.9700000286102295,30.538464,68500,7.3,16.76,20.3,19.22
DYSL,DYNASIL CORP OF AMERICA,1.6799999475479126,N/A,900,-18.05,-18.05,-32.8,-35.38
BTA,BlackRock Long-Term Municipal A,9.829999923706055,11.044944,39800,-6.47,-6.74,0.41,-3.06
AYA.TO,AYA GOLD AND SILVER INC,10.890000343322754,121.0,565400,-7.71,-30.77,-15.71,11.69
AREN,"The Arena Group Holdings, Inc.",1.3799999952316284,N/A,140100,142.11,48.39,84.0,-39.21
ALTX,"Altex Industries, Inc.",0.27000001072883606,6.7500005,3500,12.5,12.5,15.88,42.11
ALA.TO,ALTAGAS LTD.,33.20000076293945,20.0,1275500,-1.34,-1.57,13.62,20.42
AERG,"Applied Energetics, Inc.",0.5830000042915344,N/A,120000,-33.75,-44.48,-69.79,-71.28
WIA,Western Asset Inflation-Linked ,7.980000019073486,25.741936,74300,-2.92,-2.92,0.38,-1.97
WEA,Western Asset Bond Fund Share o,10.779999732971191,13.820513,25400,-2.18,-3.14,1.6,0.0
VKI,9268,8.609999656677246,10.011627,171300,-6.21,-4.65,4.11,2.01
SCD,LMP Capital and Income Fund Inc,17.270000457763672,4.654959,10300,1.35,5.76,18.37,23.01
NKX,Nuveen California AMT-Free Qual,12.5600004196167,14.776471,135800,-4.12,-5.49,5.99,9.41
MAV,Pioneer Municipal High Income A,8.470000267028809,5.041667,37100,-2.76,-2.53,6.41,4.83
JPI,Nuveen Preferred and Income Ter,19.510000228881836,7.225926,64200,-5.47,0.72,3.61,6.26
GGZ,Gabelli Global Small and Mid Ca,11.789999961853027,N/A,30200,-5.83,0.26,3.69,0.0
EHI,Western Asset Global High Incom,6.559999942779541,7.9036145,142600,-0.91,-8.64,-4.51,-8.51
DFP,Flaherty & Crumrine Dynamic Pre,19.8700008392334,5.677143,52200,-2.41,-0.95,8.7,10.82
BGY,Blackrock Enhanced Internationa,5.340000152587891,6.846154,135600,-1.84,-6.32,2.69,0.38
AVL.TO,AVALON ADVANCED MATERIALS INC,0.03999999910593033,N/A,276400,-20.0,-20.0,-50.0,-60.0
AC,"Associated Capital Group, Inc.",34.9900016784668,13.354963,900,-5.36,7.66,8.56,-2.02
WAT.AX,WATERCO FPO [WAT],7.880000114440918,20.20513,0,15.88,54.51,50.67,57.6
NZF,Nuveen Municipal Credit Income ,12.119999885559082,22.867926,1240200,-4.34,-4.87,2.62,2.97
NVX,NOVONIX Limited - American Depo,1.8200000524520874,N/A,415300,-9.9,4.6,-35.8,-2.15
NVG,Nuveen AMT-Free Municipal Credi,12.109999656677246,28.16279,1282800,-7.13,-5.39,3.5,2.71
GLV,25219,5.420000076293945,24.636364,70200,-7.03,-6.55,-1.45,5.04
BXB.AX,BRAMB LTD FPO [BXB],19.239999771118164,21.617977,1067837,0.79,6.71,23.49,40.85
AV.L,AVIVA PLC ORD 32 17/19P,466.0,1013.04346,4939254,-1.98,-7.13,0.76,7.45
ASPN,"Aspen Aerogels, Inc.",12.470000267028809,623.5,1411100,-17.42,-59.75,-21.67,-22.06
MQG.AX,MACQ GROUP FPO [MQG],224.9499969482422,20.48725,286117,-2.1,7.32,20.96,21.86
DLYT,DAIS CORPORATION,0.00019999999494757503,N/A,0,100.0,100.0,-98.87,-98.33
AVGR,"Avinger, Inc.",0.9649999737739563,N/A,2013200,19.14,-20.9,-77.48,-66.84
ASCCF,Asics Corp.,19.760000228881836,37.28302,0,29.15,26.42,68.17,143.2
ARTH,"Arch Therapeutics, Inc.",0.20999999344348907,N/A,200,-16.0,-68.42,-86.09,-96.91
AMPG,"Amplitech Group, Inc.",5.710000038146973,N/A,12650800,535.15,595.49,125.69,198.95
AEYE,"AudioEye, Inc.",16.110000610351562,N/A,331600,-38.42,-29.28,16.99,209.81
WTER,Alkaline Water Company Inc. (Th,0.04500000178813934,N/A,210615,-18.92,525.0,2900.0,-83.15
VWS.CO,Vestas Wind Systems A/S,98.83999633789062,260.10526,2620005,-0.8,-35.69,-45.17,-52.93
TZL.AX,TZ LIMITED FPO [TZL],0.05900000035762787,Infinity,85,-9.23,136.0,136.0,145.83
MDA.TO,MDA SPACE LTD,29.239999771118164,53.163635,275800,13.11,98.64,96.51,154.93
LMFA,"LM Funding America, Inc.",2.390000104904175,N/A,105800,-9.81,-21.12,-15.25,-45.88
LGI,Lazard Global Total Return and ,16.200000762939453,8.396373,31000,-2.29,-4.93,6.44,5.13
GDO,Western Asset Global Corporate ,11.140000343322754,18.881357,46400,-5.35,-13.44,-7.93,-13.17
GCV,Gabelli Convertible and Income ,3.8399999141693115,10.105263,87900,1.05,2.95,8.47,5.49
ELUXY,AB Electrolux,16.75,N/A,900,5.95,-10.57,1.82,-22.31
DBRM,DAYBREAK OIL & GAS INC,9.999999747378752e-05,N/A,0,0.0,-50.0,-93.33,0.0
CMW.AX,CROMWELL STAPLED [CMW],0.4000000059604645,N/A,1386306,2.56,-3.61,-3.61,-3.61
CLAS-B.ST,Clas Ohlson AB ser. B,210.0,18.087856,52683,10.53,27.27,51.19,32.24
CBA.AX,CWLTH BANK FPO [CBA],156.2100067138672,27.795376,1175643,2.2,14.47,39.22,37.5
CARL-B.CO,Carlsberg B A/S,699.4000244140625,13.926723,204485,-1.99,-7.97,-23.93,-16.92
BILL.ST,Billerud Aktiebolag,100.69999694824219,40.934956,196819,0.6,-5.18,-1.95,-1.56
BHARTIARTL.NS,BHARTI AIRTEL LIMITED,1599.8499755859375,77.512115,2559578,3.19,10.4,34.33,61.85
BAYRY,Bayer A.G.,4.96999979019165,N/A,2492600,-8.13,-36.53,-30.78,-46.15
AZN.L,ASTRAZENECA PLC ORD SHS $0.25,10460.0,3150.6025,1126432,1.63,-19.54,-5.12,-3.04
AXFO.ST,Axfood AB,234.39999389648438,21.504587,216994,-2.62,-12.73,-22.0,-12.96
AXAHY,AXA,35.560001373291016,10.583334,83900,0.71,-5.0,-0.2,9.08
AUSI,"Aura Systems, Inc.",0.2240000069141388,N/A,29400,-17.04,-32.12,40.0,53.42
ASURB.MX,GPO AEROPORTUARIO DEL SURESTE S,530.8300170898438,12.595739,230660,-0.19,-0.15,0.91,6.11
ASML.AS,ASML HOLDING,684.9000244140625,38.914772,532668,1.98,-17.78,-19.65,5.96
ASHOKLEY.NS,ASHOK LEYLAND LTD,220.50999450683594,24.693167,2333387,1.42,-15.19,25.29,25.79
AQN.TO,ALGONQUIN POWER AND UTILITIES C,6.429999828338623,8.243589,4303600,-4.74,-10.2,-23.09,-23.09
ANPDF,Anta Sports Products Ltd.,9.75,15.476191,0,-7.05,14.71,-13.24,1.14
ANN.AX,ANSELL FPO [ANN],33.65999984741211,35.43158,141367,6.65,15.87,34.91,33.25
AMBZ,American Business Bank (Los Ang,42.75,9.4163,2700,-1.72,18.75,28.34,19.78
ALNPY,ANA Holdings Inc.,3.75,10.714286,4300,0.27,2.18,-9.42,-11.76
AKTS,"Akoustis Technologies, Inc.",0.006399999838322401,N/A,2310057,-88.04,-93.69,-98.88,-99.29
AIM.TO,AIMIA INC,2.630000114440918,N/A,34100,0.0,2.73,4.78,-14.33
AGL.L,ANGLE PLC ORD 10P,10.0,N/A,626907,0.0,-24.53,-21.57,-16.67
AEM.TO,AGNICO EAGLE MINES LIMITED,113.41000366210938,39.792984,405200,3.82,1.46,34.42,56.02
INPC.JK,Bank Artha Graha Internasional ,246.0,33.56071,130658800,100.0,303.28,261.76,219.48
ILU.AX,ILUKA RES FPO [ILU],5.039999961853027,8.0,786380,-7.52,-14.58,-29.51,-24.1
IFNNY,Infineon Technologies AG,33.220001220703125,23.899282,246100,3.1,-7.41,-2.44,-20.28
HWO.TO,HIGH ARCTIC ENERGY SERVICES INC,1.1299999952316284,N/A,6600,-7.38,-33.14,-76.84,-73.6
HVN.AX,HARVEY FPO [HVN],4.739999771118164,16.92857,1173002,4.64,-4.24,4.41,13.13
HGKGF,POWER ASSETS HOLDINGS LTD.,7.190000057220459,19.432432,0,4.96,7.15,22.91,22.7
GOOG.MX,ALPHABET INC,3946.080078125,25.840351,3288,6.61,25.57,49.04,64.9
GNGBY,Getinge AB,16.34000015258789,29.709091,126000,-3.03,-18.01,-14.58,-27.22
GNC.AX,GRAINCORP FPO [GNC],7.380000114440918,26.357143,351484,-14.09,-14.39,-11.51,2.5
FLY.V,FLYHT AEROSPACE SOLUTIONS LTD,0.3499999940395355,N/A,10500,0.0,16.67,-38.6,-48.53
FHZN.SW,FLUGHAFEN ZUERICH N,216.8000030517578,20.967117,24982,8.67,7.43,12.86,22.62
