Datetime,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2022-10-12 04:00:00-04:00,139.95,140.3,139.68,140.09,140.09,0,0.0,0.0
2022-10-12 05:00:00-04:00,140.1,140.55,139.75,140.55,140.55,0,0.0,0.0
2022-10-12 06:00:00-04:00,140.59,140.59,140.03,140.13,140.13,0,0.0,0.0
2022-10-12 07:00:00-04:00,140.15,140.39,139.95,140.36,140.36,0,0.0,0.0
2022-10-12 08:00:00-04:00,140.36,140.5785,139.4,140.15,140.15,0,0.0,0.0
2022-10-12 09:00:00-04:00,140.19,140.1999,139.04,139.16,139.16,0,0.0,0.0
2022-10-12 09:30:00-04:00,139.1300048828125,140.36000061035156,138.65069580078125,139.6750030517578,139.6750030517578,16803410,0.0,0.0
2022-10-12 10:30:00-04:00,139.6699981689453,139.9600067138672,138.83099365234375,139.67999267578125,139.67999267578125,9534727,0.0,0.0
2022-10-12 11:30:00-04:00,139.6999969482422,140.13999938964844,139.11000061035156,139.16000366210938,139.16000366210938,7067938,0.0,0.0
2022-10-12 12:30:00-04:00,139.15179443359375,139.60000610351562,138.94000244140625,139.10499572753906,139.10499572753906,5314554,0.0,0.0
2022-10-12 13:30:00-04:00,139.10499572753906,139.3300018310547,138.25,139.22000122070312,139.22000122070312,9869113,0.0,0.0
2022-10-12 14:30:00-04:00,139.22000122070312,139.36000061035156,138.16000366210938,138.49099731445312,138.49099731445312,7347709,0.0,0.0
2022-10-12 15:30:00-04:00,138.5,138.8000030517578,138.25,138.3000030517578,138.3000030517578,7269205,0.0,0.0
2022-10-12 16:00:00-04:00,138.295,145.93,138.29,138.46,138.46,0,0.0,0.0
2022-10-12 17:00:00-04:00,138.45,145.91316,133.87791,138.465,138.465,0,0.0,0.0
2022-10-12 18:00:00-04:00,138.47,138.57,138.45,138.54,138.54,0,0.0,0.0
2022-10-12 19:00:00-04:00,138.53,138.77,138.47,138.61,138.61,0,0.0,0.0
2022-10-13 04:00:00-04:00,138.67,138.8,138.34,138.57,138.57,0,0.0,0.0
2022-10-13 05:00:00-04:00,138.6,139.0,138.52,138.81,138.81,0,0.0,0.0
2022-10-13 06:00:00-04:00,138.8,138.99,138.61,138.77,138.77,0,0.0,0.0
2022-10-13 07:00:00-04:00,138.78,139.0,138.7,138.85,138.85,0,0.0,0.0
2022-10-13 08:00:00-04:00,138.91,140.0,137.995,139.38,139.38,0,0.0,0.0
2022-10-13 09:00:00-04:00,139.38,139.38,133.12,134.28,134.28,0,0.0,0.0
2022-10-13 09:30:00-04:00,135.52000427246094,136.88999938964844,134.8101043701172,135.77999877929688,135.77999877929688,25980984,0.0,0.0
2022-10-13 10:30:00-04:00,135.77040100097656,140.69000244140625,135.6199951171875,139.6905059814453,139.6905059814453,18413035,0.0,0.0
2022-10-13 11:30:00-04:00,140.00999450683594,142.61000061035156,136.3800048828125,140.3000030517578,140.3000030517578,17313359,0.0,0.0
2022-10-13 12:30:00-04:00,140.3000030517578,141.93499755859375,140.07000732421875,141.6999969482422,141.6999969482422,9554323,0.0,0.0
2022-10-13 13:30:00-04:00,141.72000122070312,142.3699951171875,140.89999389648438,141.0,141.0,8156763,0.0,0.0
2022-10-13 14:30:00-04:00,141.00999450683594,143.42410278320312,141.00999450683594,142.49000549316406,142.49000549316406,12733231,0.0,0.0
2022-10-13 15:30:00-04:00,142.47999572753906,143.58999633789062,142.0709991455078,142.91000366210938,142.91000366210938,12010380,0.0,0.0
2022-10-13 16:00:00-04:00,142.94,144.77483,140.8896,142.68,142.68,0,0.0,0.0
2022-10-13 17:00:00-04:00,149.93301,149.93301,136.27309,142.655,142.655,0,0.0,0.0
2022-10-13 18:00:00-04:00,142.67,142.85,142.29,142.62,142.62,0,0.0,0.0
2022-10-13 19:00:00-04:00,142.665,142.97,142.52,142.83,142.83,0,0.0,0.0
2022-10-14 04:00:00-04:00,143.0,143.6,142.33,142.34,142.34,0,0.0,0.0
2022-10-14 05:00:00-04:00,142.38,142.6,141.67,141.9,141.9,0,0.0,0.0
2022-10-14 06:00:00-04:00,141.9,143.23,141.7,143.01,143.01,0,0.0,0.0
2022-10-14 07:00:00-04:00,143.02,143.4,142.8,143.11,143.11,0,0.0,0.0
2022-10-14 08:00:00-04:00,143.11,143.98,141.6615,142.44,142.44,0,0.0,0.0
2022-10-14 09:00:00-04:00,142.53,144.66,142.11,144.4,144.4,0,0.0,0.0
2022-10-14 09:30:00-04:00,144.30999755859375,144.52000427246094,139.97000122070312,140.63999938964844,140.63999938964844,24273877,0.0,0.0
2022-10-14 10:30:00-04:00,140.6300048828125,140.94000244140625,139.50999450683594,140.3800048828125,140.3800048828125,11239441,0.0,0.0
2022-10-14 11:30:00-04:00,140.38999938964844,140.41000366210938,138.97999572753906,139.45010375976562,139.45010375976562,8251072,0.0,0.0
2022-10-14 12:30:00-04:00,139.44000244140625,139.92999267578125,138.9499969482422,139.25,139.25,5711629,0.0,0.0
2022-10-14 13:30:00-04:00,139.26499938964844,139.57400512695312,138.5,138.74000549316406,138.74000549316406,6514143,0.0,0.0
2022-10-14 14:30:00-04:00,138.72999572753906,139.16000366210938,138.30999755859375,138.8249969482422,138.8249969482422,9499323,0.0,0.0
2022-10-14 15:30:00-04:00,138.82000732421875,139.11000061035156,138.19000244140625,138.2899932861328,138.2899932861328,11584674,0.0,0.0
2022-10-14 16:00:00-04:00,138.43,139.3283,138.29,138.41,138.41,0,0.0,0.0
2022-10-14 17:00:00-04:00,138.435,139.69365,138.25,138.37,138.37,0,0.0,0.0
2022-10-14 18:00:00-04:00,138.365,138.6603,138.03,138.07,138.07,0,0.0,0.0
2022-10-14 19:00:00-04:00,138.07,138.115,138.0,138.08,138.08,0,0.0,0.0
2022-10-17 04:00:00-04:00,141.0,142.99,139.58,139.65,139.65,0,0.0,0.0
2022-10-17 05:00:00-04:00,139.62,139.93,139.62,139.88,139.88,0,0.0,0.0
2022-10-17 06:00:00-04:00,139.92,140.44,139.92,140.19,140.19,0,0.0,0.0
2022-10-17 07:00:00-04:00,140.18,140.43,139.85,140.24,140.24,0,0.0,0.0
2022-10-17 08:00:00-04:00,140.23,140.75,138.7,140.75,140.75,0,0.0,0.0
2022-10-17 09:00:00-04:00,140.71,141.69,135.0,141.48,141.48,0,0.0,0.0
2022-10-17 09:30:00-04:00,141.06500244140625,142.69000244140625,140.9199981689453,141.625,141.625,23594569,0.0,0.0
2022-10-17 10:30:00-04:00,141.6199951171875,142.0,140.27000427246094,141.15499877929688,141.15499877929688,12490365,0.0,0.0
2022-10-17 11:30:00-04:00,141.13999938964844,141.88999938964844,141.0222930908203,141.7100067138672,141.7100067138672,8023746,0.0,0.0
2022-10-17 12:30:00-04:00,141.71029663085938,142.47000122070312,141.38999938964844,142.4250030517578,142.4250030517578,7010587,0.0,0.0
2022-10-17 13:30:00-04:00,142.4199981689453,142.6199951171875,142.14999389648438,142.35000610351562,142.35000610351562,7111086,0.0,0.0
2022-10-17 14:30:00-04:00,142.35000610351562,142.8300018310547,142.27999877929688,142.57000732421875,142.57000732421875,7599365,0.0,0.0
2022-10-17 15:30:00-04:00,142.57000732421875,142.89999389648438,142.11000061035156,142.41000366210938,142.41000366210938,7637674,0.0,0.0
2022-10-17 16:00:00-04:00,142.4,142.6285,141.6293,142.46,142.46,0,0.0,0.0
2022-10-17 17:00:00-04:00,142.54,142.73,142.42,142.65,142.65,0,0.0,0.0
2022-10-17 18:00:00-04:00,142.66,143.11,142.61,143.1,143.1,0,0.0,0.0
2022-10-17 19:00:00-04:00,143.05,143.5,143.02,143.45,143.45,0,0.0,0.0
2022-10-18 04:00:00-04:00,144.91,145.45,143.98,144.85,144.85,0,0.0,0.0
2022-10-18 05:00:00-04:00,144.85,144.93,143.66,144.1,144.1,0,0.0,0.0
2022-10-18 06:00:00-04:00,144.09,144.53,143.76,144.39,144.39,0,0.0,0.0
2022-10-18 07:00:00-04:00,144.35,144.82,144.16,144.75,144.75,0,0.0,0.0
2022-10-18 08:00:00-04:00,144.71,145.5,143.7515,144.97,144.97,0,0.0,0.0
2022-10-18 09:00:00-04:00,144.97,145.43,144.95,145.12,145.12,0,0.0,0.0
2022-10-18 09:30:00-04:00,146.11000061035156,146.6999969482422,145.13999938964844,145.32000732421875,145.32000732421875,19335646,0.0,0.0
2022-10-18 10:30:00-04:00,145.32000732421875,145.78700256347656,143.27999877929688,143.60000610351562,143.60000610351562,10888753,0.0,0.0
2022-10-18 11:30:00-04:00,143.59890747070312,144.69659423828125,142.96499633789062,144.35000610351562,144.35000610351562,9243272,0.0,0.0
2022-10-18 12:30:00-04:00,144.36000061035156,145.3000030517578,144.13999938964844,144.9600067138672,144.9600067138672,8706311,0.0,0.0
2022-10-18 13:30:00-04:00,144.9600067138672,145.6300048828125,144.83009338378906,145.35000610351562,145.35000610351562,6451689,0.0,0.0
2022-10-18 14:30:00-04:00,145.33999633789062,145.36000061035156,140.61000061035156,142.76499938964844,142.76499938964844,27061965,0.0,0.0
2022-10-18 15:30:00-04:00,142.77999877929688,143.88999938964844,142.6199951171875,143.7899932861328,143.7899932861328,10182949,0.0,0.0
2022-10-18 16:00:00-04:00,143.79,145.0672,143.49,144.45,144.45,0,0.0,0.0
2022-10-18 17:00:00-04:00,144.39,146.73119,144.32,144.58,144.58,0,0.0,0.0
2022-10-18 18:00:00-04:00,144.58,144.66,144.33,144.48,144.48,0,0.0,0.0
2022-10-18 19:00:00-04:00,144.48,145.5,144.41,144.99,144.99,0,0.0,0.0
2022-10-19 04:00:00-04:00,145.0,145.0,142.32,142.6,142.6,0,0.0,0.0
2022-10-19 05:00:00-04:00,142.6,143.48,142.55,143.38,143.38,0,0.0,0.0
2022-10-19 06:00:00-04:00,143.38,144.5,143.38,143.65,143.65,0,0.0,0.0
2022-10-19 07:00:00-04:00,143.72,143.91,142.1,142.17,142.17,0,0.0,0.0
2022-10-19 08:00:00-04:00,142.18,145.0,141.51,141.86,141.86,0,0.0,0.0
2022-10-19 09:00:00-04:00,141.835,142.16,141.5,142.09,142.09,0,0.0,0.0
2022-10-19 09:30:00-04:00,141.69000244140625,144.94920349121094,141.5,144.80039978027344,144.80039978027344,16147243,0.0,0.0
2022-10-19 10:30:00-04:00,144.80999755859375,144.89999389648438,143.27499389648438,143.50999450683594,143.50999450683594,8021570,0.0,0.0
2022-10-19 11:30:00-04:00,143.52000427246094,144.33999633789062,143.22999572753906,143.46499633789062,143.46499633789062,6129498,0.0,0.0
2022-10-19 12:30:00-04:00,143.4600067138672,143.9207000732422,142.1699981689453,142.69000244140625,142.69000244140625,7070907,0.0,0.0
2022-10-19 13:30:00-04:00,142.67999267578125,143.58999633789062,142.27000427246094,143.43499755859375,143.43499755859375,5970285,0.0,0.0
2022-10-19 14:30:00-04:00,143.43789672851562,143.75999450683594,142.8300018310547,143.38999938964844,143.38999938964844,6488684,0.0,0.0
2022-10-19 15:30:00-04:00,143.39500427246094,143.9600067138672,143.07000732421875,143.91000366210938,143.91000366210938,6141284,0.0,0.0
2022-10-19 16:00:00-04:00,143.9,144.6,143.36,143.95,143.95,0,0.0,0.0
2022-10-19 17:00:00-04:00,143.89,145.91316,143.75,143.76,143.76,0,0.0,0.0
2022-10-19 18:00:00-04:00,143.78,143.91,143.25,143.37,143.37,0,0.0,0.0
2022-10-19 19:00:00-04:00,143.32,143.37,142.81,143.035,143.035,0,0.0,0.0
2022-10-20 04:00:00-04:00,142.99,142.99,142.18,142.65,142.65,0,0.0,0.0
2022-10-20 05:00:00-04:00,142.62,143.1,142.59,142.82,142.82,0,0.0,0.0
2022-10-20 06:00:00-04:00,142.94,143.18,142.8,143.13,143.13,0,0.0,0.0
2022-10-20 07:00:00-04:00,143.05,144.2,143.05,143.85,143.85,0,0.0,0.0
2022-10-20 08:00:00-04:00,143.83,144.25,142.3015,143.96,143.96,0,0.0,0.0
2022-10-20 09:00:00-04:00,143.91,144.68,142.45,142.91,142.91,0,0.0,0.0
2022-10-20 09:30:00-04:00,143.02000427246094,145.88999938964844,142.91000366210938,145.49000549316406,145.49000549316406,16990930,0.0,0.0
2022-10-20 10:30:00-04:00,145.48500061035156,145.77999877929688,144.8300018310547,145.11000061035156,145.11000061035156,7378038,0.0,0.0
2022-10-20 11:30:00-04:00,145.11500549316406,145.8300018310547,144.6999969482422,144.86019897460938,144.86019897460938,6950316,0.0,0.0
2022-10-20 12:30:00-04:00,144.8699951171875,145.0500030517578,143.8000030517578,144.27999877929688,144.27999877929688,6388398,0.0,0.0
2022-10-20 13:30:00-04:00,144.28500366210938,144.35000610351562,142.8300018310547,142.85000610351562,142.85000610351562,6809566,0.0,0.0
2022-10-20 14:30:00-04:00,142.83999633789062,143.7100067138672,142.64999389648438,143.3800048828125,143.3800048828125,7070417,0.0,0.0
2022-10-20 15:30:00-04:00,143.3874969482422,143.77999877929688,143.0,143.3300018310547,143.3300018310547,5726798,0.0,0.0
2022-10-20 16:00:00-04:00,143.33,149.385,143.0,149.385,149.385,0,0.0,0.0
2022-10-20 17:00:00-04:00,143.4,143.49,142.815,142.95,142.95,0,0.0,0.0
